1	3.82027E-05	1.91014E-06
2	0.006126798	0.00030634
3	0.005034314	0.000251716
4	-0.062122132	0.003106107
5	-0.129776288	0.006488814
6	-0.052774771	0.002638739
7	0.157447519	0.007872376
8	0.283455883	0.014172794
9	0.135666515	0.006783326
10	-0.200134182	0.010006709
11	-0.402886376	0.020144319
12	-0.233193629	0.011659681
13	0.194692535	0.009734627
14	0.484943569	0.024247178
15	0.333868909	0.016693445
16	-0.154103541	0.007705177
17	-0.533870154	0.026693508
18	-0.430881502	0.021544075
19	0.088544085	0.004427204
20	0.553729285	0.027686464
21	0.519684598	0.02598423
22	-0.005618248	0.000280912
23	-0.547847653	0.027392383
24	-0.59699405	0.029849703
25	-0.088718031	0.004435902
