1.0 1.0 1 0 7 35
1.0 1.0 1.04166666666667 2 7 36
1.0 1.0 1.08333333333333 11 7 37
1.0 1.0 1.125 11 7 38
1.0 1.0 1.16666666666667 10 7 39
1.0 1.0 1.20833333333333 10 7 40
1.0 1.0 1.25 9 7 41
1.0 1.0 1.29166666666667 9 7 42
1.0 1.0 1.33333333333333 8 7 43
1.0 1.0 1.375 8 7 44
1.0 1.0 1.41666666666667 20 7 45
1.0 1.0 1.45833333333333 22 7 46
1.0 1.0 1.5 24 7 47
1.0 1.0 1.54166666666667 6 7 48
1.0 1.0 1.58333333333333 5 7 49
1.0 1.0 1.625 5 7 50
1.0 1.0 1.66666666666667 4 7 51
1.0 1.0 1.70833333333333 4 7 52
1.0 1.0 1.75 3 7 53
1.0 1.0 1.79166666666667 3 7 54
1.0 1.0 1.83333333333333 2 7 55
1.0 1.0 1.875 2 7 56
1.0 1.0 1.91666666666667 1 7 57
1.0 1.0 1.95833333333333 1 7 58
1.0 1.0 2 0 6 30
1.0 1.0 2.04166666666667 2 6 31
1.0 1.0 2.08333333333333 11 6 32
1.0 1.0 2.125 11 6 33
1.0 1.0 2.16666666666667 10 6 34
1.0 1.0 2.20833333333333 10 6 35
1.0 1.0 2.25 9 6 36
1.0 1.0 2.29166666666667 9 6 37
1.0 1.0 2.33333333333333 8 6 38
1.0 1.0 2.375 8 6 39
1.0 1.0 2.41666666666667 20 6 40
1.0 1.0 2.45833333333333 22 6 41
1.0 1.0 2.5 24 6 42
1.0 1.0 2.54166666666667 6 6 43
1.0 1.0 2.58333333333333 5 6 44
1.0 1.0 2.625 5 6 45
1.0 1.0 2.66666666666667 4 6 46
1.0 1.0 2.70833333333333 4 6 47
1.0 1.0 2.75 3 6 48
1.0 1.0 2.79166666666667 3 6 49
1.0 1.0 2.83333333333333 2 6 50
1.0 1.0 2.875 2 6 51
1.0 1.0 2.91666666666667 1 6 52
1.0 1.0 2.95833333333333 1 6 53
1.0 1.0 3 0 5 25
1.0 1.0 3.04166666666667 2 5 26
1.0 1.0 3.08333333333333 11 5 27
1.0 1.0 3.125 11 5 28
1.0 1.0 3.16666666666667 10 5 29
1.0 1.0 3.20833333333333 10 5 30
1.0 1.0 3.25 9 5 31
1.0 1.0 3.29166666666667 9 5 32
1.0 1.0 3.33333333333333 8 5 33
1.0 1.0 3.375 8 5 34
1.0 1.0 3.41666666666667 20 5 35
1.0 1.0 3.45833333333333 22 5 36
1.0 1.0 3.5 24 5 37
1.0 1.0 3.54166666666667 6 5 38
1.0 1.0 3.58333333333333 5 5 39
1.0 1.0 3.625 5 5 40
1.0 1.0 3.66666666666667 4 5 41
1.0 1.0 3.70833333333333 4 5 42
1.0 1.0 3.75 3 5 43
1.0 1.0 3.79166666666667 3 5 44
1.0 1.0 3.83333333333333 2 5 45
1.0 1.0 3.875 2 5 46
1.0 1.0 3.91666666666667 1 5 47
1.0 1.0 3.95833333333333 1 5 48
1.0 1.0 4 0 4 20
1.0 1.0 4.04166666666667 2 4 21
1.0 1.0 4.08333333333333 11 4 22
1.0 1.0 4.125 11 4 23
1.0 1.0 4.16666666666667 10 4 24
1.0 1.0 4.20833333333333 10 4 25
1.0 1.0 4.25 9 4 26
1.0 1.0 4.29166666666667 9 4 27
1.0 1.0 4.33333333333333 8 4 28
1.0 1.0 4.375 8 4 29
1.0 1.0 4.41666666666667 20 4 30
1.0 1.0 4.45833333333333 22 4 31
1.0 1.0 4.5 24 4 32
1.0 1.0 4.54166666666667 6 4 33
1.0 1.0 4.58333333333333 5 4 34
1.0 1.0 4.625 5 4 35
1.0 1.0 4.66666666666667 4 4 36
1.0 1.0 4.70833333333333 4 4 37
1.0 1.0 4.75 3 4 38
1.0 1.0 4.79166666666667 3 4 39
1.0 1.0 4.83333333333333 2 4 40
1.0 1.0 4.875 2 4 41
1.0 1.0 4.91666666666667 1 4 42
1.0 1.0 4.95833333333333 1 4 43
1.0 1.0 5 0 3 15
1.0 1.0 5.04166666666667 2 3 16
1.0 1.0 5.08333333333333 11 3 17
1.0 1.0 5.125 11 3 18
1.0 1.0 5.16666666666667 10 3 19
1.0 1.0 5.20833333333333 10 3 20
1.0 1.0 5.25 9 3 21
1.0 1.0 5.29166666666667 9 3 22
1.0 1.0 5.33333333333333 8 3 23
1.0 1.0 5.375 8 3 24
1.0 1.0 5.41666666666667 20 3 25
1.0 1.0 5.45833333333333 22 3 26
1.0 1.0 5.5 24 3 27
1.0 1.0 5.54166666666667 6 3 28
1.0 1.0 5.58333333333333 5 3 29
1.0 1.0 5.625 5 3 30
1.0 1.0 5.66666666666667 4 3 31
1.0 1.0 5.70833333333333 4 3 32
1.0 1.0 5.75 3 3 33
1.0 1.0 5.79166666666667 3 3 34
1.0 1.0 5.83333333333333 2 3 35
1.0 1.0 5.875 2 3 36
1.0 1.0 5.91666666666667 1 3 37
1.0 1.0 5.95833333333333 1 3 38
1.0 1.0 6 0 2 10
1.0 1.0 6.04166666666667 2 2 11
1.0 1.0 6.08333333333333 11 2 12
1.0 1.0 6.125 11 2 13
1.0 1.0 6.16666666666667 10 2 14
1.0 1.0 6.20833333333333 10 2 15
1.0 1.0 6.25 9 2 16
1.0 1.0 6.29166666666667 9 2 17
1.0 1.0 6.33333333333333 8 2 18
1.0 1.0 6.375 8 2 19
1.0 1.0 6.41666666666667 20 2 20
1.0 1.0 6.45833333333333 22 2 21
1.0 1.0 6.5 24 2 22
1.0 1.0 6.54166666666667 6 2 23
1.0 1.0 6.58333333333333 5 2 24
1.0 1.0 6.625 5 2 25
1.0 1.0 6.66666666666667 4 2 26
1.0 1.0 6.70833333333333 4 2 27
1.0 1.0 6.75 3 2 28
1.0 1.0 6.79166666666667 3 2 29
1.0 1.0 6.83333333333333 2 2 30
1.0 1.0 6.875 2 2 31
1.0 1.0 6.91666666666667 1 2 32
1.0 1.0 6.95833333333333 1 2 33
1.0 1.0 7 0 1 5
1.0 1.0 7.04166666666667 2 1 6
1.0 1.0 7.08333333333333 11 1 7
1.0 1.0 7.125 11 1 8
1.0 1.0 7.16666666666667 10 1 9
1.0 1.0 7.20833333333333 10 1 10
1.0 1.0 7.25 9 1 11
1.0 1.0 7.29166666666667 9 1 12
1.0 1.0 7.33333333333333 8 1 13
1.0 1.0 7.375 8 1 14
1.0 1.0 7.41666666666667 20 1 15
1.0 1.0 7.45833333333333 22 1 16
1.0 1.0 7.5 24 1 17
1.0 1.0 7.54166666666667 6 1 18
1.0 1.0 7.58333333333333 5 1 19
1.0 1.0 7.625 5 1 20
1.0 1.0 7.66666666666667 4 1 21
1.0 1.0 7.70833333333333 4 1 22
1.0 1.0 7.75 3 1 23
1.0 1.0 7.79166666666667 3 1 24
